# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-01-06 16:17:13 -05:00	(natwebcaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13206000 BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 13206000
#    TS_ID       Parameter Description
#    47581       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	47581_00060	47581_00060_cd
USGS	13206000	2021-12-31 17:15	MST	223	P
USGS	13206000	2021-12-31 17:30	MST	223	P
USGS	13206000	2021-12-31 17:45	MST	223	P
USGS	13206000	2021-12-31 18:00	MST	223	P
USGS	13206000	2021-12-31 18:15	MST	223	P
USGS	13206000	2021-12-31 18:30	MST	223	P
USGS	13206000	2021-12-31 18:45	MST	223	P
USGS	13206000	2021-12-31 19:00	MST	220	P
USGS	13206000	2021-12-31 19:15	MST	220	P
USGS	13206000	2021-12-31 19:30	MST	220	P
USGS	13206000	2021-12-31 19:45	MST	223	P
USGS	13206000	2021-12-31 20:00	MST	223	P
USGS	13206000	2021-12-31 20:15	MST	223	P
USGS	13206000	2021-12-31 20:30	MST	220	P
USGS	13206000	2021-12-31 20:45	MST	220	P
USGS	13206000	2021-12-31 21:00	MST	223	P
USGS	13206000	2021-12-31 21:15	MST	223	P
USGS	13206000	2021-12-31 21:30	MST	223	P
USGS	13206000	2021-12-31 21:45	MST	220	P
USGS	13206000	2021-12-31 22:00	MST	223	P
USGS	13206000	2021-12-31 22:15	MST	220	P
USGS	13206000	2021-12-31 22:30	MST	220	P
USGS	13206000	2021-12-31 22:45	MST	220	P
USGS	13206000	2021-12-31 23:00	MST	220	P
USGS	13206000	2021-12-31 23:15	MST	223	P
USGS	13206000	2021-12-31 23:30	MST	220	P
USGS	13206000	2021-12-31 23:45	MST	220	P
USGS	13206000	2022-01-01 00:00	MST	217	P
USGS	13206000	2022-01-01 00:15	MST	220	P
USGS	13206000	2022-01-01 00:30	MST	220	P
USGS	13206000	2022-01-01 00:45	MST	220	P
USGS	13206000	2022-01-01 01:00	MST	220	P
USGS	13206000	2022-01-01 01:15	MST	220	P
USGS	13206000	2022-01-01 01:30	MST	220	P
USGS	13206000	2022-01-01 01:45	MST	220	P
USGS	13206000	2022-01-01 02:00	MST	220	P
USGS	13206000	2022-01-01 02:15	MST	220	P
USGS	13206000	2022-01-01 02:30	MST	220	P
USGS	13206000	2022-01-01 02:45	MST	220	P
USGS	13206000	2022-01-01 03:00	MST	220	P
USGS	13206000	2022-01-01 03:15	MST	220	P
USGS	13206000	2022-01-01 03:30	MST	220	P
USGS	13206000	2022-01-01 03:45	MST	217	P
USGS	13206000	2022-01-01 04:00	MST	217	P
USGS	13206000	2022-01-01 04:15	MST	220	P
USGS	13206000	2022-01-01 04:30	MST	217	P
USGS	13206000	2022-01-01 04:45	MST	217	P
USGS	13206000	2022-01-01 05:00	MST	217	P
USGS	13206000	2022-01-01 05:15	MST	217	P
USGS	13206000	2022-01-01 05:30	MST	217	P
USGS	13206000	2022-01-01 05:45	MST	217	P
USGS	13206000	2022-01-01 06:00	MST	220	P
USGS	13206000	2022-01-01 06:15	MST	217	P
USGS	13206000	2022-01-01 06:30	MST	217	P
USGS	13206000	2022-01-01 06:45	MST	217	P
USGS	13206000	2022-01-01 07:00	MST	217	P
USGS	13206000	2022-01-01 07:15	MST	217	P
USGS	13206000	2022-01-01 07:30	MST	217	P
USGS	13206000	2022-01-01 07:45	MST	217	P
USGS	13206000	2022-01-01 08:00	MST	217	P
USGS	13206000	2022-01-01 08:15	MST	217	P
USGS	13206000	2022-01-01 08:30	MST	217	P
USGS	13206000	2022-01-01 08:45	MST	220	P
USGS	13206000	2022-01-01 09:00	MST	217	P
USGS	13206000	2022-01-01 09:15	MST	217	P
USGS	13206000	2022-01-01 09:30	MST	220	P
USGS	13206000	2022-01-01 09:45	MST	220	P
USGS	13206000	2022-01-01 10:00	MST	220	P
USGS	13206000	2022-01-01 10:15	MST	220	P
USGS	13206000	2022-01-01 10:30	MST	220	P
USGS	13206000	2022-01-01 10:45	MST	220	P
USGS	13206000	2022-01-01 11:00	MST	220	P
USGS	13206000	2022-01-01 11:15	MST	220	P
USGS	13206000	2022-01-01 11:30	MST	220	P
USGS	13206000	2022-01-01 11:45	MST	220	P
USGS	13206000	2022-01-01 12:00	MST	220	P
USGS	13206000	2022-01-01 12:15	MST	220	P
USGS	13206000	2022-01-01 12:30	MST	220	P
USGS	13206000	2022-01-01 12:45	MST	220	P
USGS	13206000	2022-01-01 13:00	MST	220	P
USGS	13206000	2022-01-01 13:15	MST	223	P
USGS	13206000	2022-01-01 13:30	MST	223	P
USGS	13206000	2022-01-01 13:45	MST	223	P
USGS	13206000	2022-01-01 14:00	MST	223	P
USGS	13206000	2022-01-01 14:15	MST	223	P
USGS	13206000	2022-01-01 14:30	MST	223	P
USGS	13206000	2022-01-01 14:45	MST	223	P
USGS	13206000	2022-01-01 15:00	MST	223	P
USGS	13206000	2022-01-01 15:15	MST	223	P
USGS	13206000	2022-01-01 15:30	MST	223	P
USGS	13206000	2022-01-01 15:45	MST	223	P
USGS	13206000	2022-01-01 16:00	MST	223	P
USGS	13206000	2022-01-01 16:15	MST	226	P
USGS	13206000	2022-01-01 16:30	MST	223	P
USGS	13206000	2022-01-01 16:45	MST	223	P
USGS	13206000	2022-01-01 17:00	MST	223	P
USGS	13206000	2022-01-01 17:15	MST	220	P
USGS	13206000	2022-01-01 17:30	MST	223	P
USGS	13206000	2022-01-01 17:45	MST	220	P
USGS	13206000	2022-01-01 18:00	MST	220	P
USGS	13206000	2022-01-01 18:15	MST	223	P
USGS	13206000	2022-01-01 18:30	MST	223	P
USGS	13206000	2022-01-01 18:45	MST	220	P
USGS	13206000	2022-01-01 19:00	MST	223	P
USGS	13206000	2022-01-01 19:15	MST	220	P
USGS	13206000	2022-01-01 19:30	MST	223	P
USGS	13206000	2022-01-01 19:45	MST	223	P
USGS	13206000	2022-01-01 20:00	MST	220	P
USGS	13206000	2022-01-01 20:15	MST	220	P
USGS	13206000	2022-01-01 20:30	MST	220	P
USGS	13206000	2022-01-01 20:45	MST	220	P
USGS	13206000	2022-01-01 21:00	MST	223	P
USGS	13206000	2022-01-01 21:15	MST	220	P
USGS	13206000	2022-01-01 21:30	MST	220	P
USGS	13206000	2022-01-01 21:45	MST	220	P
USGS	13206000	2022-01-01 22:00	MST	220	P
USGS	13206000	2022-01-01 22:15	MST	220	P
USGS	13206000	2022-01-01 22:30	MST	220	P
USGS	13206000	2022-01-01 22:45	MST	220	P
USGS	13206000	2022-01-02 00:00	MST	220	P
USGS	13206000	2022-01-02 00:15	MST	217	P
USGS	13206000	2022-01-02 00:30	MST	217	P
USGS	13206000	2022-01-02 00:45	MST	220	P
USGS	13206000	2022-01-02 01:00	MST	220	P
USGS	13206000	2022-01-02 01:15	MST	217	P
USGS	13206000	2022-01-02 01:30	MST	217	P
USGS	13206000	2022-01-02 01:45	MST	217	P
USGS	13206000	2022-01-02 02:00	MST	217	P
USGS	13206000	2022-01-02 02:15	MST	217	P
USGS	13206000	2022-01-02 02:30	MST	217	P
USGS	13206000	2022-01-02 02:45	MST	217	P
USGS	13206000	2022-01-02 03:00	MST	217	P
USGS	13206000	2022-01-02 03:15	MST	217	P
USGS	13206000	2022-01-02 03:30	MST	217	P
USGS	13206000	2022-01-02 03:45	MST	217	P
USGS	13206000	2022-01-02 04:00	MST	217	P
USGS	13206000	2022-01-02 04:15	MST	220	P
USGS	13206000	2022-01-02 04:30	MST	217	P
USGS	13206000	2022-01-02 04:45	MST	217	P
USGS	13206000	2022-01-02 05:00	MST	217	P
USGS	13206000	2022-01-02 05:15	MST	217	P
USGS	13206000	2022-01-02 05:30	MST	217	P
USGS	13206000	2022-01-02 05:45	MST	217	P
USGS	13206000	2022-01-02 06:00	MST	217	P
USGS	13206000	2022-01-02 06:15	MST	217	P
USGS	13206000	2022-01-02 06:30	MST	214	P
USGS	13206000	2022-01-02 06:45	MST	214	P
USGS	13206000	2022-01-02 07:00	MST	214	P
USGS	13206000	2022-01-02 07:15	MST	214	P
USGS	13206000	2022-01-02 07:30	MST	214	P
USGS	13206000	2022-01-02 07:45	MST	212	P
USGS	13206000	2022-01-02 08:00	MST	209	P
USGS	13206000	2022-01-02 08:15	MST	212	P
USGS	13206000	2022-01-02 08:30	MST	209	P
USGS	13206000	2022-01-02 08:45	MST	212	P
USGS	13206000	2022-01-02 09:00	MST	212	P
USGS	13206000	2022-01-02 09:15	MST	212	P
USGS	13206000	2022-01-02 09:30	MST	212	P
USGS	13206000	2022-01-02 09:45	MST	209	P
USGS	13206000	2022-01-02 10:00	MST	212	P
USGS	13206000	2022-01-02 10:15	MST	217	P
USGS	13206000	2022-01-02 10:30	MST	220	P
USGS	13206000	2022-01-02 10:45	MST	223	P
USGS	13206000	2022-01-02 11:00	MST	223	P
USGS	13206000	2022-01-02 11:15	MST	223	P
USGS	13206000	2022-01-02 11:30	MST	223	P
USGS	13206000	2022-01-02 11:45	MST	223	P
USGS	13206000	2022-01-02 12:00	MST	226	P
USGS	13206000	2022-01-02 12:15	MST	231	P
USGS	13206000	2022-01-02 12:30	MST	231	P
USGS	13206000	2022-01-02 12:45	MST	231	P
USGS	13206000	2022-01-02 13:00	MST	228	P
USGS	13206000	2022-01-02 13:15	MST	226	P
USGS	13206000	2022-01-02 13:30	MST	226	P
USGS	13206000	2022-01-02 13:45	MST	226	P
USGS	13206000	2022-01-02 14:00	MST	223	P
USGS	13206000	2022-01-02 14:15	MST	223	P
USGS	13206000	2022-01-02 14:30	MST	223	P
USGS	13206000	2022-01-02 14:45	MST	223	P
USGS	13206000	2022-01-02 15:00	MST	226	P
USGS	13206000	2022-01-02 15:15	MST	223	P
USGS	13206000	2022-01-02 15:30	MST	223	P
USGS	13206000	2022-01-02 15:45	MST	223	P
USGS	13206000	2022-01-02 16:00	MST	223	P
USGS	13206000	2022-01-02 16:15	MST	223	P
USGS	13206000	2022-01-02 16:30	MST	223	P
USGS	13206000	2022-01-02 16:45	MST	223	P
USGS	13206000	2022-01-02 17:00	MST	223	P
USGS	13206000	2022-01-02 17:15	MST	220	P
USGS	13206000	2022-01-02 17:30	MST	220	P
USGS	13206000	2022-01-02 17:45	MST	220	P
USGS	13206000	2022-01-02 18:00	MST	220	P
USGS	13206000	2022-01-02 18:15	MST	220	P
USGS	13206000	2022-01-02 18:30	MST	223	P
USGS	13206000	2022-01-02 18:45	MST	220	P
USGS	13206000	2022-01-02 19:00	MST	220	P
USGS	13206000	2022-01-02 19:15	MST	223	P
USGS	13206000	2022-01-02 19:30	MST	220	P
USGS	13206000	2022-01-02 19:45	MST	220	P
USGS	13206000	2022-01-02 20:00	MST	220	P
USGS	13206000	2022-01-02 20:15	MST	220	P
USGS	13206000	2022-01-02 20:30	MST	220	P
USGS	13206000	2022-01-02 20:45	MST	220	P
USGS	13206000	2022-01-02 21:00	MST	217	P
USGS	13206000	2022-01-02 21:15	MST	220	P
USGS	13206000	2022-01-02 21:30	MST	217	P
USGS	13206000	2022-01-02 21:45	MST	220	P
USGS	13206000	2022-01-02 22:00	MST	220	P
USGS	13206000	2022-01-02 22:15	MST	220	P
USGS	13206000	2022-01-02 22:30	MST	220	P
USGS	13206000	2022-01-02 22:45	MST	220	P
USGS	13206000	2022-01-02 23:00	MST	220	P
USGS	13206000	2022-01-02 23:15	MST	220	P
USGS	13206000	2022-01-02 23:30	MST	220	P
USGS	13206000	2022-01-02 23:45	MST	220	P
USGS	13206000	2022-01-03 00:00	MST	220	P
USGS	13206000	2022-01-03 00:15	MST	217	P
USGS	13206000	2022-01-03 00:30	MST	220	P
USGS	13206000	2022-01-03 00:45	MST	217	P
USGS	13206000	2022-01-03 01:00	MST	220	P
USGS	13206000	2022-01-03 01:15	MST	217	P
USGS	13206000	2022-01-03 01:30	MST	220	P
USGS	13206000	2022-01-03 01:45	MST	217	P
USGS	13206000	2022-01-03 02:00	MST	217	P
USGS	13206000	2022-01-03 02:15	MST	217	P
USGS	13206000	2022-01-03 02:30	MST	217	P
USGS	13206000	2022-01-03 02:45	MST	217	P
USGS	13206000	2022-01-03 03:00	MST	214	P
USGS	13206000	2022-01-03 03:15	MST	214	P
USGS	13206000	2022-01-03 03:30	MST	217	P
USGS	13206000	2022-01-03 03:45	MST	214	P
USGS	13206000	2022-01-03 04:00	MST	214	P
USGS	13206000	2022-01-03 04:15	MST	214	P
USGS	13206000	2022-01-03 04:30	MST	217	P
USGS	13206000	2022-01-03 04:45	MST	214	P
USGS	13206000	2022-01-03 05:00	MST	214	P
USGS	13206000	2022-01-03 05:15	MST	217	P
USGS	13206000	2022-01-03 05:30	MST	214	P
USGS	13206000	2022-01-03 05:45	MST	214	P
USGS	13206000	2022-01-03 06:00	MST	214	P
USGS	13206000	2022-01-03 06:15	MST	214	P
USGS	13206000	2022-01-03 06:30	MST	214	P
USGS	13206000	2022-01-03 06:45	MST	214	P
USGS	13206000	2022-01-03 07:00	MST	214	P
USGS	13206000	2022-01-03 07:15	MST	214	P
USGS	13206000	2022-01-03 07:30	MST	214	P
USGS	13206000	2022-01-03 07:45	MST	214	P
USGS	13206000	2022-01-03 08:00	MST	214	P
USGS	13206000	2022-01-03 08:15	MST	214	P
USGS	13206000	2022-01-03 08:30	MST	217	P
USGS	13206000	2022-01-03 08:45	MST	214	P
USGS	13206000	2022-01-03 09:00	MST	217	P
USGS	13206000	2022-01-03 09:15	MST	214	P
USGS	13206000	2022-01-03 09:30	MST	217	P
USGS	13206000	2022-01-03 09:45	MST	217	P
USGS	13206000	2022-01-03 10:00	MST	214	P
USGS	13206000	2022-01-03 10:15	MST	217	P
USGS	13206000	2022-01-03 10:30	MST	217	P
USGS	13206000	2022-01-03 10:45	MST	217	P
USGS	13206000	2022-01-03 11:00	MST	220	P
USGS	13206000	2022-01-03 11:15	MST	220	P
USGS	13206000	2022-01-03 11:30	MST	220	P
USGS	13206000	2022-01-03 11:45	MST	223	P
USGS	13206000	2022-01-03 12:00	MST	223	P
USGS	13206000	2022-01-03 12:15	MST	226	P
USGS	13206000	2022-01-03 12:30	MST	223	P
USGS	13206000	2022-01-03 12:45	MST	226	P
USGS	13206000	2022-01-03 13:00	MST	223	P
USGS	13206000	2022-01-03 13:15	MST	223	P
USGS	13206000	2022-01-03 13:30	MST	226	P
USGS	13206000	2022-01-03 13:45	MST	223	P
USGS	13206000	2022-01-03 14:00	MST	226	P
USGS	13206000	2022-01-03 14:15	MST	223	P
USGS	13206000	2022-01-03 14:30	MST	223	P
USGS	13206000	2022-01-03 14:45	MST	223	P
USGS	13206000	2022-01-03 15:00	MST	223	P
USGS	13206000	2022-01-03 15:15	MST	223	P
USGS	13206000	2022-01-03 15:30	MST	220	P
USGS	13206000	2022-01-03 15:45	MST	223	P
USGS	13206000	2022-01-03 16:00	MST	220	P
USGS	13206000	2022-01-03 16:15	MST	223	P
USGS	13206000	2022-01-03 16:30	MST	220	P
USGS	13206000	2022-01-03 16:45	MST	223	P
USGS	13206000	2022-01-03 17:00	MST	220	P
USGS	13206000	2022-01-03 17:15	MST	220	P
USGS	13206000	2022-01-03 17:30	MST	220	P
USGS	13206000	2022-01-03 17:45	MST	220	P
USGS	13206000	2022-01-03 18:00	MST	220	P
USGS	13206000	2022-01-03 18:15	MST	220	P
USGS	13206000	2022-01-03 18:30	MST	223	P
USGS	13206000	2022-01-03 18:45	MST	220	P
USGS	13206000	2022-01-03 19:00	MST	220	P
USGS	13206000	2022-01-03 19:15	MST	220	P
USGS	13206000	2022-01-03 19:30	MST	220	P
USGS	13206000	2022-01-03 19:45	MST	220	P
USGS	13206000	2022-01-03 20:00	MST	220	P
USGS	13206000	2022-01-03 20:15	MST	220	P
USGS	13206000	2022-01-03 20:30	MST	220	P
USGS	13206000	2022-01-03 20:45	MST	220	P
USGS	13206000	2022-01-03 21:00	MST	220	P
USGS	13206000	2022-01-03 21:15	MST	217	P
USGS	13206000	2022-01-03 21:30	MST	220	P
USGS	13206000	2022-01-03 21:45	MST	220	P
USGS	13206000	2022-01-03 22:00	MST	220	P
USGS	13206000	2022-01-03 22:15	MST	220	P
USGS	13206000	2022-01-03 22:30	MST	223	P
USGS	13206000	2022-01-03 22:45	MST	223	P
USGS	13206000	2022-01-03 23:00	MST	223	P
USGS	13206000	2022-01-03 23:15	MST	223	P
USGS	13206000	2022-01-03 23:30	MST	220	P
USGS	13206000	2022-01-03 23:45	MST	220	P
USGS	13206000	2022-01-04 00:00	MST	220	P
USGS	13206000	2022-01-04 00:15	MST	220	P
USGS	13206000	2022-01-04 00:30	MST	223	P
USGS	13206000	2022-01-04 00:45	MST	223	P
USGS	13206000	2022-01-04 01:00	MST	223	P
USGS	13206000	2022-01-04 01:15	MST	223	P
USGS	13206000	2022-01-04 01:30	MST	223	P
USGS	13206000	2022-01-04 01:45	MST	220	P
USGS	13206000	2022-01-04 02:00	MST	223	P
USGS	13206000	2022-01-04 02:15	MST	223	P
USGS	13206000	2022-01-04 02:30	MST	223	P
USGS	13206000	2022-01-04 02:45	MST	223	P
USGS	13206000	2022-01-04 03:00	MST	226	P
USGS	13206000	2022-01-04 03:15	MST	226	P
USGS	13206000	2022-01-04 03:30	MST	226	P
USGS	13206000	2022-01-04 03:45	MST	226	P
USGS	13206000	2022-01-04 04:00	MST	226	P
USGS	13206000	2022-01-04 04:15	MST	226	P
USGS	13206000	2022-01-04 04:30	MST	223	P
USGS	13206000	2022-01-04 04:45	MST	223	P
USGS	13206000	2022-01-04 05:00	MST	223	P
USGS	13206000	2022-01-04 05:15	MST	223	P
USGS	13206000	2022-01-04 05:30	MST	223	P
USGS	13206000	2022-01-04 05:45	MST	223	P
USGS	13206000	2022-01-04 06:00	MST	220	P
USGS	13206000	2022-01-04 06:15	MST	220	P
USGS	13206000	2022-01-04 06:30	MST	220	P
USGS	13206000	2022-01-04 06:45	MST	220	P
USGS	13206000	2022-01-04 07:00	MST	220	P
USGS	13206000	2022-01-04 07:15	MST	220	P
USGS	13206000	2022-01-04 07:30	MST	220	P
USGS	13206000	2022-01-04 07:45	MST	220	P
USGS	13206000	2022-01-04 08:00	MST	220	P
USGS	13206000	2022-01-04 08:15	MST	217	P
USGS	13206000	2022-01-04 08:30	MST	220	P
USGS	13206000	2022-01-04 08:45	MST	220	P
USGS	13206000	2022-01-04 09:00	MST	220	P
USGS	13206000	2022-01-04 09:15	MST	220	P
USGS	13206000	2022-01-04 09:30	MST	223	P
USGS	13206000	2022-01-04 09:45	MST	220	P
USGS	13206000	2022-01-04 10:00	MST	220	P
USGS	13206000	2022-01-04 10:15	MST	223	P
USGS	13206000	2022-01-04 10:30	MST	223	P
USGS	13206000	2022-01-04 10:45	MST	223	P
USGS	13206000	2022-01-04 11:00	MST	223	P
USGS	13206000	2022-01-04 11:15	MST	223	P
USGS	13206000	2022-01-04 11:30	MST	223	P
USGS	13206000	2022-01-04 11:45	MST	223	P
USGS	13206000	2022-01-04 12:00	MST	223	P
USGS	13206000	2022-01-04 12:15	MST	226	P
USGS	13206000	2022-01-04 12:30	MST	223	P
USGS	13206000	2022-01-04 12:45	MST	223	P
USGS	13206000	2022-01-04 13:00	MST	223	P
USGS	13206000	2022-01-04 13:15	MST	223	P
USGS	13206000	2022-01-04 13:30	MST	226	P
USGS	13206000	2022-01-04 13:45	MST	226	P
USGS	13206000	2022-01-04 14:00	MST	226	P
USGS	13206000	2022-01-04 14:15	MST	226	P
USGS	13206000	2022-01-04 14:30	MST	226	P
USGS	13206000	2022-01-04 14:45	MST	228	P
USGS	13206000	2022-01-04 15:00	MST	226	P
USGS	13206000	2022-01-04 15:15	MST	228	P
USGS	13206000	2022-01-04 15:30	MST	228	P
USGS	13206000	2022-01-04 15:45	MST	228	P
USGS	13206000	2022-01-04 16:00	MST	228	P
USGS	13206000	2022-01-04 16:15	MST	228	P
USGS	13206000	2022-01-04 16:30	MST	228	P
USGS	13206000	2022-01-04 16:45	MST	231	P
USGS	13206000	2022-01-04 17:00	MST	228	P
USGS	13206000	2022-01-04 17:15	MST	231	P
USGS	13206000	2022-01-04 17:30	MST	228	P
USGS	13206000	2022-01-04 17:45	MST	228	P
USGS	13206000	2022-01-04 18:00	MST	228	P
USGS	13206000	2022-01-04 18:15	MST	228	P
USGS	13206000	2022-01-04 18:30	MST	226	P
USGS	13206000	2022-01-04 18:45	MST	228	P
USGS	13206000	2022-01-04 19:00	MST	226	P
USGS	13206000	2022-01-04 19:15	MST	226	P
USGS	13206000	2022-01-04 19:30	MST	228	P
